ProductID,ProductName,Price,CategoryID,Class,ModifyDate,Resistant,IsAllergic,VitalityDays
177,"coconut - shredded,69.167699999999996,3,Medium,2018-04-18,Weak,True,0
178,Pernod,52.362299999999998,10,High,2018-04-17,Weak,True,0
179,Yoghurt tubes,83.875200000000007,6,Low,2017-06-28,Durable,Unknown,26
180,Chocolate - dark,30.8932,3,Low,2018-03-01,Durable,True,27
181,Phyllo dough,64.571799999999996,1,Medium,2017-02-24,Unknown,False,0
182,Campari,25.585999999999999,9,Low,2017-05-16,Weak,False,54
183,Spice - peppercorn melange,6.2153999999999998,4,High,2018-04-27,Weak,False,0
184,Hersey shakes,26.5776,9,Low,2017-06-24,Weak,True,0
185,Foam dinner plate,48.419499999999999,6,Low,2017-11-30,Weak,Unknown,40
186,Muffin mix - blueberry,82.0839,8,Low,2017-03-15,Weak,False,0
187,"pepper - black,41.383499999999998,3,Medium,2017-10-20,Durable,False,31
188,Cup - translucent 7 oz clear,78.1768,8,High,2017-07-27,Durable,False,91
189,"bread - roll,76.302099999999996,5,High,2017-07-01,Unknown,False,16
190,Cake - cake sheet macaroon,39.7378,9,Medium,2018-04-25,Durable,True,93
191,"hickory smoke,10.282999999999999,10,High,2017-04-30,Weak,Unknown,0
192,"wine - magnotta,29.592300000000002,7,Medium,2017-06-03,Durable,Unknown,0
193,"veal - inside,60.531399999999998,11,Medium,2017-02-26,Unknown,False,19
194,Lettuce - frisee,66.735699999999994,6,Medium,2018-02-12,Unknown,False,0
195,Beets - mini golden,3.5207999999999999,2,Medium,2017-08-18,Durable,Unknown,70
196,Longos - grilled salmon with bbq,8.2286000000000001,1,High,2017-02-11,Unknown,Unknown,0
197,Mussels - cultivated,13.0101,1,Medium,2018-01-11,Unknown,True,0
198,Lime cordial - roses,35.218699999999998,1,Low,2017-04-06,Durable,False,60
199,Pork - hock and feet attached,95.741500000000002,10,Medium,2017-12-15,Weak,Unknown,105
200,Garlic - peeled,11.1295,5,Medium,2017-05-02,Weak,False,0
201,Grenadine,96.387100000000004,8,Medium,2018-03-01,Weak,True,117
202,Bay leaf,78.877799999999993,11,Low,2017-10-02,Weak,True,0
203,"chicken - leg,59.9557,1,High,2017-09-25,Weak,Unknown,29
204,Scallop - st. jaques,77.808999999999997,9,Medium,2017-12-06,Durable,True,5
205,"turkey - whole,18.9757,5,High,2017-01-21,Weak,False,32
206,Cocoa butter,77.560000000000002,3,Low,2017-07-19,Unknown,Unknown,0
207,Coffee - hazelnut cream,14.268800000000001,10,Medium,2018-04-06,Unknown,True,116
208,"mushroom - trumpet,8.7334999999999994,5,Medium,2017-06-06,Weak,False,15
209,Sugar - fine,32.988500000000002,3,Low,2018-01-31,Unknown,Unknown,0
210,"cheese - brie,82.235799999999998,3,High,2017-11-03,Unknown,Unknown,0
211,Wine - prosecco valdobiaddene,2.0587,9,Low,2017-01-22,Unknown,True,76
212,Curry paste - madras,61.746000000000002,2,High,2017-09-28,Weak,True,97
213,Pate - cognac,70.589100000000002,10,High,2017-03-23,Weak,True,39
214,French pastry - mini chocolate,61.2121,5,Low,2018-03-09,Durable,Unknown,0
215,"veal - brisket,90.115700000000004,7,High,2017-11-06,Weak,Unknown,92
216,Scallops - 10/20,39.025700000000001,1,Low,2017-04-04,Unknown,Unknown,0
217,Bread - multigrain,96.519999999999996,8,Medium,2017-12-21,Durable,True,0
218,Barramundi,85.193299999999994,8,High,2017-04-15,Weak,True,31
219,Assorted desserts,58.978700000000003,5,Low,2017-01-08,Durable,False,0
220,Meldea green tea liquor,17.960999999999999,10,Low,2017-01-12,Weak,False,0
221,Bread crumbs - panko,81.900800000000004,3,Low,2017-07-06,Unknown,False,0
222,"sole - dover,0.68459999999999999,3,High,2017-11-06,Unknown,False,0
223,Pail with metal handle 16l white,94.439899999999994,1,Medium,2017-07-06,Unknown,Unknown,0
224,Flour - pastry,28.861799999999999,1,High,2017-08-09,Weak,False,0
225,Wine - charddonnay errazuriz,10.372199999999999,3,Medium,2017-08-28,Weak,Unknown,0
226,"chestnuts - whole,92.087199999999996,10,Medium,2017-10-18,Durable,True,0
227,Cheese - taleggio d.o.p.,55.469900000000003,5,Low,2018-04-14,Weak,False,0
228,Sauce - hollandaise,77.808300000000003,3,High,2017-12-19,Durable,Unknown,93
229,Bread - hot dog buns,57.983800000000002,9,Medium,2017-07-27,Weak,False,66
230,"wine - cahors ac 2000,83.538899999999998,11,Medium,2017-09-01,Weak,False,75
231,Crush - cream soda,68.306600000000003,5,Medium,2017-12-24,Unknown,True,0
232,Quiche assorted,33.948999999999998,3,Medium,2018-01-12,Weak,False,0
233,Duck - breast,56.620899999999999,11,Low,2017-05-04,Durable,True,0
234,Tofu - firm,72.745699999999999,1,Medium,2017-02-27,Weak,Unknown,0
235,Bread - english muffin,34.506100000000004,6,High,2018-05-09,Durable,False,0
236,Tomato - tricolor cherry,85.694000000000003,1,Low,2017-10-02,Unknown,True,113
237,Mayonnaise - individual pkg,65.630300000000005,8,Low,2017-12-29,Weak,False,94
238,Garlic,28.406500000000001,6,Medium,2017-05-22,Durable,False,0
239,"soup - campbells,7.6018999999999997,5,Medium,2017-06-03,Weak,True,0
240,Wine - chablis 2003 champs,70.8596,4,Low,2017-05-14,Weak,False,0
241,Cheese - cheddarsliced,67.815100000000001,9,Medium,2017-04-17,Unknown,Unknown,0
242,Thermometer digital,32.649999999999999,9,Low,2017-05-17,Weak,False,11
243,Sun - dried tomatoes,45.188299999999998,6,Medium,2017-11-02,Weak,False,104
244,Beef - rib eye aaa,94.066400000000002,2,Low,2018-01-04,Unknown,True,0
245,Grouper - fresh,37.679099999999998,1,Medium,2018-04-04,Weak,Unknown,111
246,Ice cream bar - hageen daz to,48.537100000000002,9,Low,2017-12-10,Weak,False,96
247,Juice - apple cider,59.003300000000003,9,High,2017-03-14,Weak,False,58
248,Beef - inside round,99.319299999999998,7,Low,2017-04-29,Unknown,Unknown,0
249,Cookie dough - double,76.620099999999994,10,Medium,2017-06-05,Weak,True,0
250,"soup - campbells,64.495099999999994,1,Low,2017-05-17,Durable,False,0
251,"oranges - navel,11.7087,5,Low,2017-07-01,Weak,True,7
252,Nantucket - pomegranate pear,27.8169,4,Medium,2017-09-28,Weak,Unknown,83
253,Wanton wrap,76.239999999999995,7,High,2017-03-29,Unknown,Unknown,0
254,"soup - canadian pea,77.7804,1,Low,2017-12-04,Weak,True,0
255,Kellogs all bran bars,29.2287,3,Low,2018-03-05,Weak,False,0
256,Soup knorr chili with beans,95.702399999999997,6,Medium,2018-05-03,Durable,Unknown,0
257,"pasta - detalini,84.438000000000002,11,High,2017-11-06,Durable,Unknown,0
258,Tea - english breakfast,31.093900000000001,1,Low,2017-02-16,Weak,Unknown,0
259,Veal - eye of round,67.436700000000002,7,High,2017-04-10,Unknown,True,71
260,"yogurt - blueberry,26.8886,7,Low,2017-08-13,Durable,False,31
261,Chinese foods - chicken,22.0901,9,High,2017-08-14,Durable,True,0
262,Bagel - plain,36.460500000000003,7,Medium,2017-04-19,Durable,Unknown,41
263,Soupfoamcont12oz 112con,50.749699999999997,7,Low,2018-03-20,Weak,False,0
264,Juice - v8 splash,49.4497,3,High,2017-06-02,Durable,True,0
265,"mushroom - porcini,13.9292,10,Medium,2018-03-20,Weak,Unknown,7
266,Clam nectar,68.109700000000004,7,High,2017-05-19,Weak,Unknown,0
267,Grapes - red,5.125,2,Medium,2017-05-28,Unknown,True,0
268,Vanilla beans,97.843500000000006,9,Low,2017-01-25,Durable,False,0
269,Wine - blue nun qualitatswein,26.706,11,Medium,2018-03-10,Durable,True,0
270,Cheese cloth no 100,4.4215999999999998,6,Medium,2018-04-17,Durable,Unknown,101
271,Banana - leaves,73.395399999999995,5,High,2017-08-13,Unknown,True,0
272,"chocolate - semi sweet,68.113399999999999,2,Low,2017-08-01,Weak,True,13
273,Bandage - flexible neon,77.591300000000004,4,Medium,2018-03-21,Weak,Unknown,0
274,Papayas,88.119200000000006,2,Low,2018-01-03,Weak,False,0
275,Corn meal,50.146000000000001,1,Medium,2018-02-03,Durable,True,88
276,Snapple - iced tea peach,49.250799999999998,5,High,2017-02-20,Unknown,True,0
277,Sea bass - whole,55.496400000000001,9,Medium,2017-05-06,Durable,Unknown,118
278,Apricots - halves,0.3735,11,Medium,2017-11-09,Weak,False,87
279,Beef - texas style burger,91.1828,1,Low,2017-09-14,Durable,True,0
280,Onion powder,61.8352,5,Medium,2018-01-26,Durable,False,0
281,"bar mix - pina colada,33.0839,2,High,2017-08-06,Durable,True,0
282,"lemonade - natural,56.150599999999997,10,Low,2017-12-16,Durable,False,88
283,Bread fig and almond,1.1881999999999999,4,Low,2017-07-16,Durable,False,0
284,Beer - rickards red,93.488799999999998,9,Low,2017-03-13,Weak,False,0
285,Cheese - mix,71.830200000000005,7,Low,2017-03-03,Unknown,Unknown,107
286,Beef - prime rib aaa,40.489699999999999,2,Low,2017-03-29,Durable,False,29
287,Bread - italian roll with herbs,57.709000000000003,7,Medium,2017-10-16,Durable,True,0
288,"orange - canned,78.840500000000006,11,Low,2017-10-07,Durable,True,0
289,Sword pick asst,43.5169,10,Low,2017-05-03,Durable,False,0
290,Sauce - rosee,38.803699999999999,1,Low,2017-01-06,Unknown,True,110
291,"crab - dungeness,1.2559,2,Medium,2017-07-05,Unknown,False,0
292,Turkey - oven roast breast,34.5364,8,Low,2017-11-13,Unknown,False,0
293,Garlic - elephant,60.969799999999999,11,Medium,2017-02-11,Durable,Unknown,0
294,Wine - alsace gewurztraminer,80.713300000000004,10,Low,2018-02-28,Weak,Unknown,18
295,"ice - clear,48.769500000000001,7,Low,2018-02-07,Unknown,True,0
296,Wine - valpolicella masi,31.354500000000002,3,Low,2018-05-07,Weak,False,90
297,Hinge w undercut,81.900300000000001,3,Low,2017-07-07,Durable,True,120
298,Pop shoppe cream soda,95.738699999999994,4,Medium,2017-06-03,Unknown,False,0
299,Fuji apples,80.137100000000004,4,Medium,2018-02-24,Unknown,False,0
300,"beans - kidney,69.569400000000002,5,Medium,2017-11-16,Unknown,True,0
301,Beer - labatt blue,43.411999999999999,8,Medium,2017-07-16,Weak,Unknown,0
302,"doilies - 5,61.159799999999997,11,Medium,2017-02-18,Durable,Unknown,0
303,Cod - black whole fillet,72.613299999999995,7,High,2017-06-28,Unknown,False,0
304,Banana turning,72.198400000000007,5,High,2017-06-27,Unknown,True,0
305,Pastry - cheese baked scones,91.099699999999999,8,Medium,2018-02-10,Weak,True,19
306,"pepper - white,43.595300000000002,4,Low,2018-04-08,Durable,True,117
307,Foam cup 6 oz,50.2256,1,High,2017-11-16,Durable,Unknown,0
308,Tea - decaf lipton,88.120900000000006,6,High,2017-08-02,Durable,Unknown,0
309,Muffin batt - choc chk,27.634399999999999,11,Medium,2018-03-09,Durable,True,76
310,Coffee - dark roast,79.977999999999994,9,Low,2018-01-14,Weak,False,0
311,Wonton wrappers,40.206000000000003,9,High,2017-12-29,Weak,Unknown,56
312,Salmon - sockeye raw,84.064499999999995,1,Low,2017-09-27,Weak,True,54
313,Veal - slab bacon,39.911099999999998,11,High,2017-10-12,Unknown,Unknown,116
314,Salmon steak - cohoe 8 oz,5.6014999999999997,2,Medium,2017-07-23,Unknown,True,82
315,Wine - gato negro cabernet,93.804699999999997,6,Medium,2017-01-07,Unknown,True,0
316,Cheese - victor et berthold,65.939499999999995,11,High,2018-01-05,Weak,False,94
317,Water - green tea refresher,35.272300000000001,3,Low,2018-02-10,Weak,False,0
318,Ecolab - solid fusion,57.261000000000003,10,High,2018-01-07,Unknown,Unknown,76
319,Towels - paper / kraft,77.619500000000002,7,High,2017-04-01,Unknown,Unknown,0
320,Yogurt - french vanilla,73.439599999999999,9,Low,2017-12-22,Unknown,Unknown,0
321,"potatoes - instant,10.400700000000001,1,Medium,2017-12-10,Durable,Unknown,0
322,Onions - vidalia,26.284600000000001,2,Medium,2017-12-28,Unknown,Unknown,0
323,Extract - lemon,54.326599999999999,10,High,2018-01-31,Weak,False,99
324,Apricots - dried,87.902299999999997,10,Low,2018-03-04,Durable,True,42
325,Halibut - fletches,3.1657000000000002,5,Low,2017-10-13,Unknown,True,87
326,Appetizer - mushroom tart,38.859000000000002,9,High,2018-02-07,Unknown,False,0
327,"appetizer - mini egg roll,7.1436000000000002,2,Medium,2017-06-20,Unknown,False,0
328,Tuna - salad premix,96.878100000000003,6,Medium,2017-01-22,Durable,True,35
329,"pork - loin,39.349600000000002,6,High,2018-04-05,Weak,True,0
330,Olives - kalamata,18.791399999999999,10,Medium,2018-02-05,Unknown,False,0
331,Cookies cereal nut,67.350499999999997,3,High,2017-12-23,Durable,Unknown,80
332,Bouq all italian - primerba,59.757800000000003,5,Low,2018-04-12,Unknown,False,0
333,Cheese - cottage cheese,20.2364,7,High,2018-01-23,Weak,False,0
334,Ecolab - lime - a - way 4/4 l,21.613299999999999,7,High,2018-03-08,Weak,True,0
335,"oil - shortening,18.423100000000002,9,Low,2017-11-06,Weak,Unknown,84
336,Broom - corn,71.924099999999996,2,Low,2017-06-19,Durable,True,0
337,Bread - rye,83.537300000000002,3,Low,2017-06-21,Durable,True,0
338,Cheese - camembert,28.989899999999999,11,Low,2017-01-19,Durable,Unknown,0
339,Beef - striploin aa,2.3889999999999998,2,Medium,2017-06-09,Weak,Unknown,0
340,Veal - sweetbread,28.2349,3,High,2017-04-04,Durable,True,0
